snapshot_date_key,store_id,product_id,stock_on_hand_qty,stock_on_order_qty
20260308,S109,P1028,13,7
20260308,S109,P1029,31,0
20260308,S109,P1030,31,0
20260308,S109,P1031,73,0
20260308,S109,P1032,64,15
20260308,S109,P1033,51,0
20260308,S109,P1034,29,14
20260308,S109,P1035,85,0
20260308,S109,P1036,25,0
20260308,S109,P1037,83,0
20260308,S109,P1038,16,6
20260308,S109,P1039,51,0
20260308,S109,P1040,17,0
20260308,S111,P1001,7,0
20260308,S111,P1002,17,0
20260308,S111,P1003,43,12
20260308,S111,P1004,28,4
20260308,S111,P1005,44,0
20260308,S111,P1006,15,0
20260308,S111,P1007,31,0
20260308,S111,P1008,26,0
20260308,S111,P1009,7,0
20260308,S111,P1010,10,2
20260308,S111,P1011,5,0
20260308,S111,P1012,13,0
20260308,S111,P1013,79,7
20260308,S111,P1014,26,0
20260308,S111,P1015,38,5
20260308,S111,P1016,16,0
20260308,S111,P1017,17,0
20260308,S111,P1018,8,3
20260308,S111,P1019,30,0
20260308,S111,P1020,32,0
20260308,S111,P1021,9,0
20260308,S111,P1022,20,5
20260308,S111,P1023,0,0
20260308,S111,P1024,13,3
20260308,S111,P1025,35,0
20260308,S111,P1026,15,0
20260308,S111,P1027,32,0
20260308,S111,P1028,23,0
20260308,S111,P1029,39,0
20260308,S111,P1030,21,0
20260308,S111,P1031,12,0
20260308,S111,P1032,55,0
20260308,S111,P1033,21,0
20260308,S111,P1034,19,0
20260308,S111,P1035,72,0
20260308,S111,P1036,10,1
20260308,S111,P1037,50,9
20260308,S111,P1038,22,0
20260308,S111,P1039,48,0
20260308,S111,P1040,17,5
20260308,S112,P1001,23,0
20260308,S112,P1002,63,0
20260308,S112,P1003,21,0
20260308,S112,P1004,10,2
20260308,S112,P1005,47,3
20260308,S112,P1006,22,0
20260308,S112,P1007,36,3
20260308,S112,P1008,46,0
20260308,S112,P1009,50,0
20260308,S112,P1010,42,6
20260308,S112,P1011,43,2
20260308,S112,P1012,8,0
20260308,S112,P1013,9,0
20260308,S112,P1014,18,6
20260308,S112,P1015,47,13
20260308,S112,P1016,6,4
20260308,S112,P1017,28,0
20260308,S112,P1018,38,0
20260308,S112,P1019,20,0
20260308,S112,P1020,8,0
20260308,S112,P1021,38,0
20260308,S112,P1022,16,0
20260308,S112,P1023,24,0
20260308,S112,P1024,11,0
20260308,S112,P1025,30,0
20260308,S112,P1026,28,0
20260308,S112,P1027,54,0
20260308,S112,P1028,28,1
20260308,S112,P1029,23,0
20260308,S112,P1030,7,0
20260308,S112,P1031,22,0
20260308,S112,P1032,9,0
20260308,S112,P1033,20,0
20260308,S112,P1034,24,0
20260308,S112,P1035,16,0
20260308,S112,P1036,21,0
20260308,S112,P1037,31,0
20260308,S112,P1038,22,4
20260308,S112,P1039,19,3
20260308,S112,P1040,17,2
20260308,S113,P1001,67,12
20260308,S113,P1002,27,0
20260308,S113,P1003,18,2
20260308,S113,P1004,21,0
20260308,S113,P1005,39,12
20260308,S113,P1006,12,3
20260308,S113,P1007,28,6
20260308,S113,P1008,10,2
20260308,S113,P1009,86,0
20260308,S113,P1010,19,2
20260308,S113,P1011,34,0
20260308,S113,P1012,43,7
20260308,S113,P1013,40,0
20260308,S113,P1014,6,2
20260308,S113,P1015,20,5
20260308,S113,P1016,8,0
20260308,S113,P1017,13,0
20260308,S113,P1018,67,4
20260308,S113,P1019,4,5
20260308,S113,P1020,25,1
20260308,S113,P1021,31,0
20260308,S113,P1022,36,5
20260308,S113,P1023,15,0
20260308,S113,P1024,26,2
20260308,S113,P1025,53,0
20260308,S113,P1026,18,1
20260308,S113,P1027,9,0
20260308,S113,P1028,30,5
20260308,S113,P1029,56,0
20260308,S113,P1030,31,2
20260308,S113,P1031,52,4
20260308,S113,P1032,4,3
20260308,S113,P1033,36,6
20260308,S113,P1034,10,0
20260308,S113,P1035,45,13
20260308,S113,P1036,14,2
20260308,S113,P1037,13,0
20260308,S113,P1038,10,0
20260308,S113,P1039,53,0
20260308,S113,P1040,42,0
20260308,S114,P1001,14,0
20260308,S114,P1002,17,4
20260308,S114,P1003,15,0
20260308,S114,P1004,52,0
20260308,S114,P1005,8,0
20260308,S114,P1006,20,1
20260308,S114,P1007,25,0
20260308,S114,P1008,9,0
20260308,S114,P1009,55,0
20260308,S114,P1010,24,3
20260308,S114,P1011,17,10
20260308,S114,P1012,32,6
20260308,S114,P1013,14,0
20260308,S114,P1014,8,0
20260308,S114,P1015,43,3
20260308,S114,P1016,20,0
20260308,S114,P1017,36,0
20260308,S114,P1018,18,0
20260308,S114,P1019,50,0
20260308,S114,P1020,20,0
20260308,S114,P1021,30,0
20260308,S114,P1022,6,0
20260308,S114,P1023,58,0
20260308,S114,P1024,21,0
20260308,S114,P1025,22,0
20260308,S114,P1026,6,2
20260308,S114,P1027,25,6
20260308,S114,P1028,19,0
20260308,S114,P1029,25,5
20260308,S114,P1030,9,0
20260308,S114,P1031,29,0
20260308,S114,P1032,17,5
20260308,S114,P1033,14,0
20260308,S114,P1034,12,0
20260308,S114,P1035,42,0
20260308,S114,P1036,16,0
20260308,S114,P1037,23,0
20260308,S114,P1038,16,0
20260308,S114,P1039,63,0
20260308,S114,P1040,11,4
20260308,S115,P1001,15,13
20260308,S115,P1002,4,0
20260308,S115,P1003,19,0
20260308,S115,P1004,11,0
20260308,S115,P1005,47,0
20260308,S115,P1006,6,6
20260308,S115,P1007,60,0
20260308,S115,P1008,19,0
20260308,S115,P1009,30,7
20260308,S115,P1010,25,0
20260308,S115,P1011,56,19
20260308,S115,P1012,18,4
20260308,S115,P1013,19,0
20260308,S115,P1014,4,0
20260308,S115,P1015,17,0
20260308,S115,P1016,10,0
20260308,S115,P1017,19,0
20260308,S115,P1018,6,1
20260308,S115,P1019,14,6
20260308,S115,P1020,5,2
20260308,S115,P1021,7,0
20260308,S115,P1022,3,0
20260308,S115,P1023,20,0
20260308,S115,P1024,19,0
20260308,S115,P1025,8,0
20260308,S115,P1026,3,0
20260308,S115,P1027,20,0
20260308,S115,P1028,21,3
20260308,S115,P1029,39,0
20260308,S115,P1030,14,9
20260308,S115,P1031,14,11
20260308,S115,P1032,30,5
20260308,S115,P1033,11,15
20260308,S115,P1034,5,0
20260308,S115,P1035,31,0
20260308,S115,P1036,4,0
20260308,S115,P1037,21,11
20260308,S115,P1038,9,0
20260308,S115,P1039,31,0
20260308,S115,P1040,13,0
20260308,S116,P1001,26,0
20260308,S116,P1002,11,0
20260308,S116,P1003,7,0
20260308,S116,P1004,7,0
20260308,S116,P1005,26,0
20260308,S116,P1006,3,0
20260308,S116,P1007,26,0
20260308,S116,P1008,4,0
20260308,S116,P1009,2,0
20260308,S116,P1010,3,2
20260308,S116,P1011,51,0
20260308,S116,P1012,3,0
20260308,S116,P1013,14,15
20260308,S116,P1014,6,0
20260308,S116,P1015,10,0
20260308,S116,P1016,10,0
20260308,S116,P1017,32,12
20260308,S116,P1018,10,0
20260308,S116,P1019,10,0
20260308,S116,P1020,15,0
20260308,S116,P1021,4,0
20260308,S116,P1022,22,0
20260308,S116,P1023,28,10
20260308,S116,P1024,11,4
20260308,S116,P1025,10,0
20260308,S116,P1026,3,0
20260308,S116,P1027,5,0
20260308,S116,P1028,8,0
20260308,S116,P1029,8,0
20260308,S116,P1030,12,5
20260308,S116,P1031,16,0
20260308,S116,P1032,3,0
20260308,S116,P1033,49,0
20260308,S116,P1034,4,5
20260308,S116,P1035,4,8
20260308,S116,P1036,8,0
20260308,S116,P1037,15,6
20260308,S116,P1038,20,7
20260308,S116,P1039,27,0
20260308,S116,P1040,10,0
20260308,S117,P1001,14,6
20260308,S117,P1002,5,5
20260308,S117,P1003,27,0
20260308,S117,P1004,3,0
20260308,S117,P1005,11,0
20260308,S117,P1006,5,0
20260308,S117,P1007,43,10
20260308,S117,P1008,12,0
20260308,S117,P1009,33,0
20260308,S117,P1010,9,6
20260308,S117,P1011,6,0
20260308,S117,P1012,5,0
20260308,S117,P1013,16,0
20260308,S117,P1014,25,0
20260308,S117,P1015,13,9
20260308,S117,P1016,12,0
20260308,S117,P1017,9,0
20260308,S117,P1018,14,0
20260308,S117,P1019,63,0
20260308,S117,P1020,2,12
20260308,S117,P1021,45,8
20260308,S117,P1022,8,3
20260308,S117,P1023,8,0
20260308,S117,P1024,8,5
20260308,S117,P1025,43,0
20260308,S117,P1026,13,0
20260308,S117,P1027,15,0
20260308,S117,P1028,5,0
20260308,S117,P1029,4,0
20260308,S117,P1030,9,4
20260308,S117,P1031,19,0
20260308,S117,P1032,13,0
20260308,S117,P1033,23,24
20260308,S117,P1034,18,0
20260308,S117,P1035,14,0
20260308,S117,P1036,26,0
20260308,S117,P1037,18,16
20260308,S117,P1038,3,0
20260308,S117,P1039,13,0
20260308,S117,P1040,5,2
20260308,S118,P1001,17,0
20260308,S118,P1002,4,6
20260308,S118,P1003,29,0
20260308,S118,P1004,18,0
20260308,S118,P1005,36,0
20260308,S118,P1006,17,0
20260308,S118,P1007,9,0
20260308,S118,P1008,5,0
20260308,S118,P1009,18,0
20260308,S118,P1010,23,6
20260308,S118,P1011,7,10
20260308,S118,P1012,9,0
20260308,S118,P1013,11,0
20260308,S118,P1014,10,0
20260308,S118,P1015,21,0
20260308,S118,P1016,14,0
20260308,S118,P1017,8,14
20260308,S118,P1018,1,5
20260308,S118,P1019,16,0
20260308,S118,P1020,8,0
20260308,S118,P1021,10,5
20260308,S118,P1022,5,0
20260308,S118,P1023,8,0
20260308,S118,P1024,1,0
20260308,S118,P1025,21,9
20260308,S118,P1026,7,0
20260308,S118,P1027,12,12
20260308,S118,P1028,17,6
20260308,S118,P1029,25,0
20260308,S118,P1030,17,0
20260308,S118,P1031,31,12
20260308,S118,P1032,8,0
20260308,S118,P1033,7,8
20260308,S118,P1034,14,1
20260308,S118,P1035,18,0
20260308,S118,P1036,6,7
20260308,S118,P1037,32,8
20260308,S118,P1038,20,0
20260308,S118,P1039,10,11
20260308,S118,P1040,12,0
20260308,S119,P1001,14,0
20260308,S119,P1002,20,0
20260308,S119,P1003,12,0
20260308,S119,P1004,11,0
20260308,S119,P1005,17,0
20260308,S119,P1006,7,6
20260308,S119,P1007,12,0
20260308,S119,P1008,18,0
20260308,S119,P1009,35,0
20260308,S119,P1010,9,0
20260308,S119,P1011,16,15
20260308,S119,P1012,3,0
20260308,S119,P1013,28,0
20260308,S119,P1014,22,0
20260308,S119,P1015,17,6
20260308,S119,P1016,5,2
20260308,S119,P1017,12,0
20260308,S119,P1018,8,0
20260308,S119,P1019,7,11
20260308,S119,P1020,26,0
20260308,S119,P1021,26,11
20260308,S119,P1022,4,0
20260308,S119,P1023,13,0
20260308,S119,P1024,11,7
20260308,S119,P1025,13,0
20260308,S119,P1026,16,5
20260308,S119,P1027,46,0
20260308,S119,P1028,11,0
20260308,S119,P1029,10,0
20260308,S119,P1030,12,0
20260308,S119,P1031,46,0
20260308,S119,P1032,5,8
20260308,S119,P1033,13,0
20260308,S119,P1034,6,2
20260308,S119,P1035,17,0
20260308,S119,P1036,8,0
20260308,S119,P1037,24,0
20260308,S119,P1038,16,8
20260308,S119,P1039,31,29
20260308,S119,P1040,20,0
20260308,S120,P1001,7,7
20260308,S120,P1002,11,0
20260308,S120,P1003,27,0
20260308,S120,P1004,6,0
20260308,S120,P1005,35,14
20260308,S120,P1006,4,0
20260308,S120,P1007,16,0
20260308,S120,P1008,3,0
20260308,S120,P1009,7,11
20260308,S120,P1010,8,0
20260308,S120,P1011,21,0
20260308,S120,P1012,22,7
20260308,S120,P1013,31,0
20260308,S120,P1014,4,0
20260308,S120,P1015,26,0
20260308,S120,P1016,24,0
20260308,S120,P1017,33,0
20260308,S120,P1018,12,3
20260308,S120,P1019,14,8
20260308,S120,P1020,9,0
20260308,S120,P1021,13,0
20260308,S120,P1022,10,4
20260308,S120,P1023,34,0
20260308,S120,P1024,5,0
20260308,S120,P1025,30,0
20260308,S120,P1026,5,0
20260308,S120,P1027,13,7
20260308,S120,P1028,2,3
20260308,S120,P1029,33,0
20260308,S120,P1030,11,6
20260308,S120,P1031,11,0
20260308,S120,P1032,12,0
20260308,S120,P1033,12,0
20260308,S120,P1034,4,6
20260308,S120,P1035,15,7
20260308,S120,P1036,10,0
20260308,S120,P1037,10,6
20260308,S120,P1038,19,0
20260308,S120,P1039,36,22
20260308,S120,P1040,8,0
20260315,S101,P1001,7,0
20260315,S101,P1002,4,22
20260315,S101,P1003,109,0
20260315,S101,P1004,5,0
20260315,S101,P1005,18,0
20260315,S101,P1006,9,11
20260315,S101,P1007,9,0
20260315,S101,P1008,17,0
20260315,S101,P1009,11,0
20260315,S101,P1010,7,12
20260315,S101,P1011,25,0
20260315,S101,P1012,1,0
20260315,S101,P1013,16,28
20260315,S101,P1014,128,0
20260315,S101,P1015,10,0
20260315,S101,P1016,25,26
20260315,S101,P1017,15,0
20260315,S101,P1018,18,0
20260315,S101,P1019,15,29
20260315,S101,P1020,5,0
20260315,S101,P1021,18,0
20260315,S101,P1022,5,0
20260315,S101,P1023,12,26
20260315,S101,P1024,21,0
20260315,S101,P1025,3,0
20260315,S101,P1026,9,8
20260315,S101,P1027,9,0
20260315,S101,P1028,3,0
20260315,S101,P1029,32,0
20260315,S101,P1030,9,0
20260315,S101,P1031,67,34
20260315,S101,P1032,3,0
20260315,S101,P1033,19,0
20260315,S101,P1034,9,15
20260315,S101,P1035,18,0
20260315,S101,P1036,9,15
20260315,S101,P1037,118,27
20260315,S101,P1038,26,0
20260315,S101,P1039,244,0
20260315,S101,P1040,8,0
20260315,S102,P1001,18,0
20260315,S102,P1002,4,0
20260315,S102,P1003,6,16
20260315,S102,P1004,8,0
20260315,S102,P1005,19,0
20260315,S102,P1006,17,0
20260315,S102,P1007,7,0
20260315,S102,P1008,9,0
20260315,S102,P1009,13,37
20260315,S102,P1010,7,0
20260315,S102,P1011,32,0
20260315,S102,P1012,35,36
20260315,S102,P1013,15,22
20260315,S102,P1014,4,0
20260315,S102,P1015,11,15
20260315,S102,P1016,15,0
20260315,S102,P1017,12,0
20260315,S102,P1018,2,11
20260315,S102,P1019,17,0
20260315,S102,P1020,4,17
20260315,S102,P1021,31,0
20260315,S102,P1022,3,0
20260315,S102,P1023,2,0
20260315,S102,P1024,5,7
20260315,S102,P1025,6,0
20260315,S102,P1026,6,8
20260315,S102,P1027,6,0
20260315,S102,P1028,15,0
20260315,S102,P1029,10,0
20260315,S102,P1030,24,0
20260315,S102,P1031,13,0
20260315,S102,P1032,1,0
20260315,S102,P1033,19,0
20260315,S102,P1034,4,0
20260315,S102,P1035,39,0
20260315,S102,P1036,3,0
20260315,S102,P1037,8,0
20260315,S102,P1038,73,13
20260315,S102,P1039,36,0
20260315,S102,P1040,8,0
20260315,S103,P1001,14,0
20260315,S103,P1002,6,0
20260315,S103,P1003,16,0
20260315,S103,P1004,12,0
20260315,S103,P1005,30,0
20260315,S103,P1006,7,0
20260315,S103,P1007,9,0
20260315,S103,P1008,8,0
20260315,S103,P1009,44,40
20260315,S103,P1010,16,0
20260315,S103,P1011,12,0
20260315,S103,P1012,15,10
20260315,S103,P1013,45,0
20260315,S103,P1014,2,0
20260315,S103,P1015,24,20
20260315,S103,P1016,12,0
20260315,S103,P1017,96,0
20260315,S103,P1018,17,18
20260315,S103,P1019,13,0
20260315,S103,P1020,17,0
20260315,S103,P1021,10,18
20260315,S103,P1022,15,0
20260315,S103,P1023,27,0
20260315,S103,P1024,10,0
20260315,S103,P1025,39,0
20260315,S103,P1026,10,0
20260315,S103,P1027,19,0
20260315,S103,P1028,43,0
20260315,S103,P1029,25,37
20260315,S103,P1030,9,0
20260315,S103,P1031,40,0
20260315,S103,P1032,32,0
20260315,S103,P1033,28,0
20260315,S103,P1034,12,0
20260315,S103,P1035,17,0
20260315,S103,P1036,19,0
20260315,S103,P1037,15,13
20260315,S103,P1038,7,11
20260315,S103,P1039,9,0
20260315,S103,P1040,5,0
20260315,S104,P1001,17,0
20260315,S104,P1002,9,0
20260315,S104,P1003,22,0
20260315,S104,P1004,15,0
20260315,S104,P1005,12,0
20260315,S104,P1006,2,0
20260315,S104,P1007,22,33
20260315,S104,P1008,18,0
20260315,S104,P1009,14,0
20260315,S104,P1010,8,0
20260315,S104,P1011,30,22
20260315,S104,P1012,10,0
20260315,S104,P1013,30,0
20260315,S104,P1014,9,0
20260315,S104,P1015,8,0
20260315,S104,P1016,7,0
20260315,S104,P1017,6,0
20260315,S104,P1018,5,0
20260315,S104,P1019,19,0
20260315,S104,P1020,19,0
20260315,S104,P1021,15,17
20260315,S104,P1022,16,0
20260315,S104,P1023,12,17
20260315,S104,P1024,12,13
20260315,S104,P1025,7,37
20260315,S104,P1026,28,0
20260315,S104,P1027,8,0
20260315,S104,P1028,13,0
20260315,S104,P1029,6,16
20260315,S104,P1030,3,10
20260315,S104,P1031,7,0
20260315,S104,P1032,11,0
20260315,S104,P1033,8,15
20260315,S104,P1034,15,0
20260315,S104,P1035,8,0
20260315,S104,P1036,9,0
20260315,S104,P1037,24,0
20260315,S104,P1038,9,0
20260315,S104,P1039,17,16
20260315,S104,P1040,10,15
20260315,S105,P1001,37,0
20260315,S105,P1002,8,0
20260315,S105,P1003,4,19
20260315,S105,P1004,5,12
20260315,S105,P1005,21,0
20260315,S105,P1006,11,0
20260315,S105,P1007,8,0
20260315,S105,P1008,22,0
